customer_id,customer_age,account_age_days,total_purchases,avg_order_value,days_since_last_purchase,website_visits,email_open_rate,support_tickets,product_categories_browsed,avg_session_duration_min,loyalty_program,discount_usage,review_count,payment_failures,return_rate,mobile_usage_pct,channel,churned
6047-YHPVI,35,150,2.0,139.4,164,15,65,2,1.25,15.97710684953119,0,0,1.0,1,9.0,75,app,1
6572-ADKRS,35,1380,15.0,149.6,82,138,65,0,10.0,21.491080657683238,0,0,8.0,0,0.8000000000000007,75,app,0
5380-WJKOV,35,1020,11.0,212.7,106,102,65,0,8.5,28.763901556496645,0,0,6.0,2,3.2,75,app,1
8168-UQWWF,35,330,4.0,195.7,152,33,65,1,2.75,20.405791240267497,0,0,2.0,0,7.8,75,app,1
8865-TNMNX,35,300,3.0,99.1,154,30,35,3,2.5,22.830168327877157,1,1,2.0,0,8.0,75,web,0
9489-DEDVP,35,2100,23.0,138.4,34,200,65,0,10.0,33.134251593006205,1,2,10.0,0,0.0,75,web,0
9867-JCZSP,35,510,6.0,41.5,140,51,35,0,4.25,21.919116042755853,1,2,3.0,0,6.6,75,mobile,0
4671-VJLCL,35,1890,21.0,159.7,48,189,65,0,10.0,14.415265016911569,1,3,10.0,0,0.0,75,web,0
4080-IIARD,35,390,4.0,152.4,148,39,65,0,3.25,23.852306380988665,0,0,2.0,0,7.4,75,web,0
3714-NTNFO,35,1470,16.0,169.0,76,147,65,0,10.0,17.706335343577923,0,0,8.0,0,0.1999999999999993,75,app,0
5948-UJZLF,35,60,1.0,98.5,170,6,35,2,1.0,30.928859629812674,0,0,0.0,0,9.6,75,web,0
7760-OYPDY,35,60,1.0,161.3,170,6,65,6,1.0,17.47100907409678,0,0,0.0,0,9.6,75,app,1
7639-LIAYI,35,1560,17.0,159.5,70,156,65,0,10.0,17.525310550145402,1,0,9.0,0,0.0,75,web,0
2954-PIBKO,35,2070,23.0,128.3,36,200,65,0,10.0,22.68311383940864,1,5,10.0,0,0.0,75,web,0
8012-SOUDQ,65,1290,14.0,180.5,88,129,65,0,10.0,21.324689987943646,0,0,7.0,0,1.4000000000000004,75,app,0
9420-LOJKX,35,450,5.0,198.2,144,45,65,0,3.75,23.7424926260993,0,0,2.0,0,7.0,75,app,1
6575-SUVOI,65,750,8.0,139.0,124,75,65,0,6.25,16.945961403789497,0,0,4.0,0,5.0,75,web,0
7495-OOKFY,65,240,3.0,161.3,158,24,65,1,2.0,24.862549527277388,0,0,1.0,0,8.4,75,app,1
4667-QONEA,65,1800,20.0,149.7,54,180,65,0,10.0,11.30753976654652,1,1,10.0,0,0.0,75,web,0
1658-BYGOY,65,540,6.0,190.9,138,54,65,0,4.5,16.368619753991464,0,0,3.0,3,6.4,75,app,1
8769-KKTPH,35,1890,21.0,199.3,48,189,65,0,10.0,23.394009085926008,1,1,10.0,0,0.0,75,app,0
5067-XJQFU,65,1980,22.0,216.9,42,198,65,0,10.0,10.465521187409339,1,0,10.0,1,0.0,75,app,0
3957-SQXML,35,1020,11.0,49.9,106,102,35,0,8.5,22.345541138127306,1,4,6.0,0,3.2,75,mobile,0
5954-BDFSG,35,2160,24.0,215.0,30,200,65,0,10.0,21.185771474140267,1,3,10.0,0,0.0,75,app,0
0434-CSFON,35,1410,16.0,201.0,80,141,65,0,10.0,15.521376277243686,0,0,8.0,1,0.5999999999999996,75,app,0
1215-FIGMP,35,1800,20.0,179.8,54,180,65,0,10.0,22.353921190510842,0,0,10.0,0,0.0,75,app,0
0526-SXDJP,35,2160,24.0,84.2,30,200,35,0,10.0,15.809668072377875,1,4,10.0,0,0.0,25,web,0
0557-ASKVU,35,540,6.0,108.8,138,54,65,0,4.5,24.266125680549358,1,3,3.0,0,6.4,75,web,0
5698-BQJOH,35,270,3.0,188.8,156,27,35,1,2.25,21.666292777227994,0,0,2.0,1,8.2,75,app,1
5122-CYFXA,35,90,1.0,150.6,168,9,65,2,1.0,25.999672351520854,0,0,0.0,2,9.4,75,web,0
8627-ZYGSZ,35,1410,16.0,157.8,80,141,65,0,10.0,35.68701474153966,1,1,8.0,0,0.5999999999999996,75,app,0
3410-YOQBQ,35,930,10.0,158.4,112,93,35,0,7.75,21.761321676216493,1,4,5.0,0,3.8,75,web,0
3170-NMYVV,35,1500,17.0,40.3,74,150,35,0,10.0,27.114331994967124,1,3,8.0,0,0.0,75,mobile,0
7410-OIEDU,35,300,3.0,159.7,154,30,65,2,2.5,13.30158536750321,0,0,2.0,0,8.0,75,app,0
2273-QCKXA,35,30,0.0,98.1,172,3,35,1,1.0,23.378735527570395,0,0,0.0,0,9.8,75,web,0
0731-EBJQB,35,1560,17.0,40.8,70,156,65,0,10.0,9.070614575407722,1,3,9.0,1,0.0,75,mobile,0
1891-QRQSA,65,1920,21.0,223.2,46,192,65,0,10.0,23.857527348104746,1,1,10.0,0,0.0,75,app,0
8028-PNXHQ,35,1860,21.0,48.5,50,186,65,0,10.0,13.367393972649817,1,1,10.0,0,0.0,75,mobile,0
5630-AHZIL,35,90,1.0,129.0,168,9,65,3,1.0,24.913707673939722,0,0,0.0,0,9.4,75,web,0
2673-CXQEU,65,1680,19.0,221.0,62,168,35,0,10.0,27.989984827875986,1,0,9.0,1,0.0,75,app,0
6416-JNVRK,35,1380,15.0,111.3,82,138,35,0,10.0,23.297670845097315,1,4,8.0,0,0.8000000000000007,75,web,0
5590-ZSKRV,35,240,3.0,109.3,158,24,35,4,2.0,10.46864953697588,0,0,1.0,0,8.4,75,web,0
0191-ZHSKZ,65,900,10.0,149.5,114,90,65,0,7.5,17.036552769271324,0,0,5.0,1,4.0,75,web,0
3887-PBQAO,35,1350,15.0,51.8,84,135,65,0,10.0,9.888617090799837,1,2,8.0,0,1.0,75,mobile,0
5919-TMRGD,35,30,0.0,158.7,172,3,65,1,1.0,34.752885432817855,0,0,0.0,1,9.8,75,app,1
8108-UXRQN,35,330,4.0,101.1,152,33,35,3,2.75,23.044532573862803,0,0,2.0,1,7.8,25,web,0
9191-MYQKX,35,210,2.0,150.3,160,21,65,1,1.75,24.48731450825552,0,0,1.0,0,8.6,75,app,1
9919-YLNNG,35,1260,14.0,207.6,90,126,65,0,10.0,13.854950453003191,0,0,7.0,0,1.5999999999999996,75,app,0
0318-ZOPWS,35,1470,16.0,40.3,76,147,65,0,10.0,14.661816803471554,1,1,8.0,0,0.1999999999999993,75,mobile,0
4445-ZJNMU,35,270,3.0,198.6,156,27,65,4,2.25,18.29646075322611,0,0,2.0,0,8.2,75,app,0
4808-YNLEU,35,1050,12.0,124.3,104,105,65,0,8.75,26.043210345171165,1,3,6.0,0,3.0,75,web,0
1862-QRWPE,35,1440,16.0,41.3,78,144,35,0,10.0,15.051172136664796,1,0,8.0,0,0.40000000000000036,75,mobile,0
2796-NNUFI,35,1380,15.0,39.9,82,138,65,0,10.0,33.78388730024335,1,2,8.0,0,0.8000000000000007,75,mobile,0
3016-KSVCP,35,870,10.0,67.5,116,87,35,0,7.25,11.707696753212824,0,0,5.0,0,4.2,25,web,0
4767-HZZHQ,35,900,10.0,164.1,114,90,35,0,7.5,18.234427448151223,0,0,5.0,0,4.0,75,app,0
2424-WVHPL,65,30,0.0,149.4,172,3,35,4,1.0,29.17693198304951,0,0,0.0,0,9.8,75,app,0
7233-PAHHL,35,1980,22.0,168.0,42,198,65,0,10.0,13.835111158613094,1,0,10.0,0,0.0,75,web,0
6067-NGCEU,35,1950,22.0,222.1,44,195,65,0,10.0,16.660793060839268,0,0,10.0,0,0.0,75,app,0
9848-JQJTX,35,2160,24.0,201.8,30,200,65,0,10.0,20.443201012737756,1,2,10.0,0,0.0,75,app,0
8637-XJIVR,35,360,4.0,157.9,150,36,65,2,3.0,13.930745341432067,0,0,2.0,0,7.6,75,app,1
9803-FTJCG,35,2130,24.0,133.7,32,200,65,0,10.0,10.952625117640634,1,0,10.0,0,0.0,75,web,0
0278-YXOOG,35,150,2.0,42.1,164,15,35,0,1.25,15.313370855319363,0,0,1.0,0,9.0,75,mobile,1
3212-KXOCR,35,1560,17.0,42.0,70,156,35,0,10.0,27.99865089212201,1,3,9.0,0,0.0,75,mobile,0
4598-XLKNJ,65,750,8.0,197.0,124,75,65,0,6.25,18.215122840178598,0,0,4.0,2,5.0,75,app,1
6380-ARCEH,35,30,0.0,40.4,172,3,35,0,1.0,13.730581342514274,0,0,0.0,0,9.8,75,mobile,0
3679-XASPY,35,30,0.0,38.9,172,3,35,2,1.0,13.875990654862479,0,0,0.0,0,9.8,75,mobile,0
7123-WQUHX,35,1140,13.0,190.0,98,114,35,0,9.5,25.57568747302187,1,2,6.0,0,2.4000000000000004,75,app,0
5386-THSLQ,65,1980,22.0,91.1,42,198,35,0,10.0,15.465226964317283,1,4,10.0,0,0.0,25,web,0
3192-NQECA,35,2040,23.0,220.0,38,200,65,0,10.0,22.16691796674119,1,1,10.0,0,0.0,75,app,1
6180-YBIQI,35,150,2.0,48.6,164,15,35,2,1.25,17.49537235782367,0,0,1.0,0,9.0,25,web,0
6728-DKUCO,35,2160,24.0,208.3,30,200,65,0,10.0,21.502427519863254,1,2,10.0,0,0.0,75,app,0
9750-BOOHV,35,960,11.0,60.3,110,96,35,0,8.0,25.598936298271553,1,1,5.0,0,3.5999999999999996,25,web,0
8597-CWYHH,35,1290,14.0,188.7,88,129,35,0,10.0,26.239903413215707,1,4,7.0,0,1.4000000000000004,75,app,0
2848-YXSMW,35,2160,24.0,38.8,30,200,35,0,10.0,14.268832176913946,1,1,10.0,0,0.0,75,mobile,0
0486-HECZI,35,1650,18.0,193.5,64,165,65,0,10.0,18.36397241790629,0,0,9.0,1,0.0,75,app,1
4549-ZDQYY,35,1560,17.0,115.9,70,156,35,0,10.0,16.460537531990763,1,1,9.0,0,0.0,75,web,0
5712-AHQNN,35,1290,14.0,183.3,88,129,65,0,10.0,27.296208162958475,0,0,7.0,1,1.4000000000000004,75,app,0
4846-WHAFZ,65,1110,12.0,153.0,100,111,65,0,9.25,14.196140565812888,0,0,6.0,0,2.5999999999999996,75,app,1
5256-SKJGO,35,1920,21.0,109.2,46,192,65,0,10.0,21.982682648372982,1,3,10.0,1,0.0,25,web,0
3071-VBYPO,35,90,1.0,179.7,168,9,35,2,1.0,21.62606725635923,0,0,0.0,0,9.4,75,app,0
9560-BBZXK,35,1080,12.0,62.1,102,108,35,0,9.0,14.622425434871865,1,2,6.0,0,2.8,25,web,0
5299-RULOA,35,300,3.0,200.5,154,30,65,1,2.5,10.97292831561687,0,0,2.0,1,8.0,75,app,1
8402-OOOHJ,35,1230,14.0,41.3,92,123,35,0,10.0,15.682665467833724,1,0,7.0,0,1.8000000000000007,75,mobile,0
9445-ZUEQE,35,810,9.0,170.4,120,81,65,0,6.75,17.57017362342247,0,0,4.0,0,4.6,75,app,0
1091-SOZGA,35,1680,19.0,199.6,62,168,65,0,10.0,17.902028759626038,1,1,9.0,0,0.0,75,app,0
2928-HLDBA,35,180,2.0,41.4,162,18,35,5,1.5,17.366442950411425,0,0,1.0,0,8.8,75,mobile,0
0404-SWRVG,35,90,1.0,148.8,168,9,65,4,1.0,23.611197352187506,0,0,0.0,3,9.4,75,app,1
6497-TILVL,35,210,2.0,101.4,160,21,35,0,1.75,24.778014836670394,0,0,1.0,0,8.6,75,web,0
7219-TLZHO,35,120,1.0,41.7,166,12,35,1,1.0,26.794505476419026,0,0,1.0,0,9.2,75,mobile,0
4622-YNKIJ,35,990,11.0,177.9,108,99,65,0,8.25,15.203286305064085,1,4,6.0,3,3.4000000000000004,75,app,0
4412-YLTKF,65,810,9.0,156.1,120,81,65,0,6.75,18.64830922456675,0,0,4.0,1,4.6,75,app,1
6734-PSBAW,35,2160,24.0,47.1,30,200,65,0,10.0,29.75611976382168,1,1,10.0,0,0.0,75,mobile,0
3930-ZGWVE,35,30,0.0,39.5,172,3,35,2,1.0,18.37318759207734,0,0,0.0,0,9.8,75,mobile,0
2639-UGMAZ,65,2130,24.0,112.9,32,200,65,0,10.0,33.300082860759126,1,2,10.0,1,0.0,25,web,0
2876-GZYZC,35,390,4.0,171.9,148,39,65,0,3.25,16.252597945827237,0,0,2.0,0,7.4,75,app,0
6207-WIOLX,35,750,8.0,117.2,124,75,65,0,6.25,22.88110920704467,0,0,4.0,0,5.0,25,web,1
8587-XYZSF,35,2010,22.0,101.1,40,200,35,0,10.0,23.92497891614424,1,3,10.0,0,0.0,75,web,0
3091-FYHKI,35,30,0.0,70.9,172,3,65,2,1.0,18.408579285332657,0,0,0.0,0,9.8,25,web,1
2372-HWUHI,35,60,1.0,88.7,170,6,35,0,1.0,16.951276512981533,0,0,0.0,1,9.6,75,web,1
7799-LGRDP,35,1290,14.0,51.4,88,129,65,0,10.0,13.609065759725269,1,4,7.0,0,1.4000000000000004,75,mobile,0
7850-VWJUU,35,690,8.0,150.0,128,69,65,0,5.75,17.208133699139655,0,0,4.0,0,5.4,75,app,0
3774-VBNXY,35,1920,21.0,40.4,46,192,35,0,10.0,12.325597434021597,1,4,10.0,0,0.0,75,mobile,0
6217-KDYWC,35,1710,19.0,39.2,60,171,65,0,10.0,26.950464072099308,1,4,10.0,0,0.0,75,mobile,0
0390-DCFDQ,65,30,0.0,140.9,172,3,65,2,1.0,11.52892341782842,0,0,0.0,0,9.8,75,app,1
3146-MSEGF,65,2160,24.0,176.1,30,200,65,0,10.0,15.67957727950825,1,1,10.0,0,0.0,75,web,0
4080-OGPJL,35,240,3.0,142.3,158,24,35,2,2.0,20.582713282748173,0,0,1.0,0,8.4,75,web,1
1095-WGNGG,35,1830,20.0,202.1,52,183,65,0,10.0,19.72307079611602,1,4,10.0,0,0.0,75,app,0
2636-SJDOU,35,1920,21.0,168.6,46,192,65,0,10.0,14.708508569747478,1,0,10.0,0,0.0,75,app,0
1131-QQZEB,65,2130,24.0,47.9,32,200,35,0,10.0,21.29633601674548,1,2,10.0,0,0.0,75,mobile,0
5716-EZXZN,35,1950,22.0,198.1,44,195,65,0,10.0,12.537916901905799,1,2,10.0,0,0.0,75,app,0
6837-BJYDQ,35,90,1.0,39.2,168,9,35,3,1.0,20.65614459479846,1,2,0.0,0,9.4,75,mobile,0
2135-RXIHG,35,30,0.0,91.3,172,3,65,1,1.0,15.17632371124525,0,0,0.0,1,9.8,75,web,1
6440-DKQGE,35,900,10.0,129.0,114,90,35,0,7.5,12.167262589517529,1,4,5.0,0,4.0,75,web,0
3466-BYAVD,35,450,5.0,139.0,144,45,65,0,3.75,17.622167376340567,0,0,2.0,0,7.0,75,web,0
3780-YVMFA,35,240,3.0,137.1,158,24,65,0,2.0,25.324365230775886,0,0,1.0,0,8.4,75,web,0
3874-EQOEP,35,210,2.0,190.0,160,21,35,2,1.75,14.927962098869978,0,0,1.0,0,8.6,75,app,1
1679-JRFBR,35,2100,23.0,216.3,34,200,65,0,10.0,23.90406568677822,1,3,10.0,0,0.0,75,app,0
9073-ZZIAY,35,1860,21.0,172.2,50,186,35,0,10.0,19.004143829647163,1,2,10.0,1,0.0,75,web,0
3077-RSNTJ,35,180,2.0,39.4,162,18,35,2,1.5,13.85847430205168,0,0,1.0,0,8.8,75,mobile,0
6551-GNYDG,35,420,5.0,161.8,146,42,65,0,3.5,16.972770538536412,0,0,2.0,0,7.2,75,app,0
9167-APMXZ,35,660,7.0,168.3,130,66,65,0,5.5,18.290905257596677,0,0,4.0,0,5.6,75,app,0
2749-CTKAJ,35,660,7.0,40.3,130,66,35,0,5.5,7.898796631503675,1,1,4.0,0,5.6,75,mobile,0
6371-NZYEG,35,480,5.0,128.5,142,48,35,0,4.0,11.616292576120694,1,2,3.0,0,6.8,75,web,0
7554-NEWDD,35,300,3.0,51.4,154,30,35,1,2.5,16.828463983254768,1,0,2.0,0,8.0,75,mobile,0
8992-VONJD,35,390,4.0,112.0,148,39,65,0,3.25,12.258777301088697,0,0,2.0,1,7.4,75,web,0
0867-MKZVY,35,600,7.0,164.8,134,60,35,0,5.0,24.698078563909416,0,0,3.0,0,6.0,75,app,1
4482-EWFMI,35,60,1.0,139.4,170,6,65,3,1.0,22.054674680612564,0,0,0.0,1,9.6,75,app,0
4648-YPBTM,35,1590,18.0,147.8,68,159,65,0,10.0,21.65630335529025,1,3,9.0,0,0.0,75,web,0
2907-ILJBN,35,330,4.0,41.2,152,33,35,2,2.75,15.311735076011532,1,3,2.0,0,7.8,75,mobile,0
6345-FZOQH,35,2070,23.0,39.8,36,200,35,0,10.0,13.98690553979251,1,2,10.0,0,0.0,75,mobile,0
3376-BMGFE,35,120,1.0,141.8,166,12,65,3,1.0,20.702747722526478,0,0,1.0,0,9.2,75,app,1
5997-OPVFA,35,2160,24.0,178.1,30,200,65,0,10.0,24.502408632053218,1,2,10.0,0,0.0,75,web,0
3445-HXXGF,65,1740,19.0,90.6,58,174,65,0,10.0,34.620131051022966,0,0,10.0,0,0.0,25,web,1
1159-WFSGR,35,480,5.0,40.8,142,48,35,0,4.0,27.323643907707407,0,0,3.0,0,6.8,75,mobile,0
7654-YWJUF,35,1290,14.0,168.5,88,129,65,0,10.0,28.904140754518217,1,2,7.0,0,1.4000000000000004,75,app,0
1875-QIVME,35,60,1.0,208.8,170,6,65,2,1.0,26.299907855080885,0,0,0.0,0,9.6,75,app,1
6727-IOTLZ,35,420,5.0,163.9,146,42,35,0,3.5,18.389199493838365,1,1,2.0,0,7.2,75,web,0
0691-JVSYA,35,1590,18.0,189.7,68,159,65,0,10.0,14.458878229625755,1,2,9.0,0,0.0,75,app,1
5918-VUKWP,35,960,11.0,41.1,110,96,35,0,8.0,9.452920635649475,1,1,5.0,0,3.5999999999999996,75,mobile,0
1744-JHKYS,35,1020,11.0,49.4,106,102,35,0,8.5,17.708891774677895,0,0,6.0,0,3.2,75,mobile,0
2656-FMOKZ,65,450,5.0,148.9,144,45,65,0,3.75,25.917416323925085,0,0,2.0,0,7.0,75,app,1
2070-FNEXE,65,210,2.0,152.9,160,21,35,0,1.75,15.93058277966542,0,0,1.0,0,8.6,75,app,1
5947-SGKCL,35,450,5.0,210.7,144,45,65,0,3.75,19.872779006679984,0,0,2.0,0,7.0,75,app,0
3712-PKXZA,35,1830,20.0,41.1,52,183,65,0,10.0,15.907271101270858,1,2,10.0,0,0.0,75,mobile,0
6317-YPKDH,35,30,0.0,59.9,172,3,35,2,1.0,22.016730911428404,0,0,0.0,0,9.8,25,web,1
6582-OIVSP,35,30,0.0,90.6,172,3,35,1,1.0,17.568283437353458,0,0,0.0,0,9.8,75,web,0
9367-WXLCH,35,240,3.0,169.0,158,24,35,1,2.0,7.192023226633047,0,0,1.0,0,8.4,75,app,1
5524-KHNJP,35,990,11.0,149.5,108,99,35,0,8.25,12.367629701137586,1,1,6.0,0,3.4000000000000004,75,web,0
1918-ZBFQJ,35,390,4.0,158.5,148,39,65,0,3.25,23.448394773723464,0,0,2.0,2,7.4,75,app,1
1024-GUALD,35,30,0.0,49.6,172,3,65,3,1.0,8.879720212305973,0,0,0.0,1,9.8,25,web,1
4827-USJHP,35,600,7.0,103.6,134,60,65,0,5.0,19.590008616704093,0,0,3.0,0,6.0,75,web,0
8167-GJLRN,35,90,1.0,60.8,168,9,35,1,1.0,23.294860371288703,0,0,0.0,1,9.4,25,web,0
0956-SYCWG,35,390,4.0,39.3,148,39,35,0,3.25,11.986739507157454,1,3,2.0,0,7.4,75,mobile,0
8017-UVSZU,35,1200,13.0,113.2,94,120,35,0,10.0,25.99338710028953,0,0,7.0,0,2.0,75,web,0
7100-FQPRV,35,1290,14.0,143.8,88,129,65,0,10.0,29.470435817962628,1,0,7.0,0,1.4000000000000004,75,web,0
2472-OVKUP,35,180,2.0,182.0,162,18,65,4,1.5,12.749746450356081,0,0,1.0,0,8.8,75,app,1
2984-RGEYA,35,2070,23.0,39.5,36,200,35,0,10.0,15.694897872193504,1,1,10.0,0,0.0,75,mobile,0
9680-NIAUV,35,2160,24.0,219.4,30,200,35,0,10.0,20.248743749120298,1,2,10.0,0,0.0,75,app,0
2146-EGVDT,35,1770,20.0,38.6,56,177,35,0,10.0,30.92722851799235,1,2,10.0,0,0.0,75,mobile,0
2604-IJPDU,35,600,7.0,193.1,134,60,65,0,5.0,16.91321669012244,0,0,3.0,0,6.0,75,app,0
9178-JHUVJ,35,720,8.0,48.2,126,72,65,0,6.0,24.275828012440943,1,5,4.0,0,5.2,75,mobile,0
6168-YBYNP,35,1770,20.0,222.7,56,177,65,0,10.0,19.720854296948147,0,0,10.0,2,0.0,75,app,0
7255-SSFBC,35,2160,24.0,224.5,30,200,65,0,10.0,15.672947883664365,1,0,10.0,0,0.0,75,app,0
3645-DEYGF,35,30,0.0,41.5,172,3,35,2,1.0,10.332350308392538,0,0,0.0,0,9.8,75,mobile,0
9323-HGFWY,35,810,9.0,203.8,120,81,65,0,6.75,14.841875876241616,1,4,4.0,0,4.6,75,app,0
8544-GOQSH,35,420,5.0,160.1,146,42,65,0,3.5,14.853925192906415,0,0,2.0,0,7.2,75,app,0
3363-DTIVD,35,2130,24.0,211.1,32,200,35,0,10.0,32.818506310052705,1,1,10.0,0,0.0,75,app,0
7018-WBJNK,35,390,4.0,156.6,148,39,65,0,3.25,25.181053914075058,0,0,2.0,0,7.4,75,app,0
9142-KZXOP,35,1320,15.0,137.7,86,132,35,0,10.0,16.83597889342265,0,0,7.0,0,1.1999999999999993,75,app,0
7674-YTAFD,35,990,11.0,159.9,108,99,65,0,8.25,20.03004508687984,1,2,6.0,0,3.4000000000000004,75,app,0
6348-SNFUS,35,2160,24.0,110.9,30,200,65,0,10.0,15.377651679034098,1,1,10.0,0,0.0,25,web,0
1285-OKIPP,35,30,0.0,159.8,172,3,35,0,1.0,27.986405101885698,0,0,0.0,1,9.8,75,app,1
7825-ECJRF,35,570,6.0,213.2,136,57,65,0,4.75,15.469193075225123,0,0,3.0,1,6.2,75,app,1
1347-KTTTA,35,1920,21.0,204.9,46,192,65,0,10.0,14.870746485478074,1,5,10.0,0,0.0,75,app,0
7841-TZDMQ,35,60,1.0,92.0,170,6,65,4,1.0,19.453006977358612,0,0,0.0,0,9.6,75,web,1
4195-NZGTA,35,30,0.0,50.5,172,3,35,5,1.0,11.915712290742286,0,0,0.0,0,9.8,25,web,0
7157-SMCFK,35,1830,20.0,39.5,52,183,35,0,10.0,17.999435284280494,1,1,10.0,0,0.0,75,mobile,0
4709-LKHYG,35,870,10.0,40.0,116,87,35,0,7.25,15.595263342981374,1,2,5.0,1,4.2,75,mobile,0
2504-DSHIH,65,690,8.0,173.6,128,69,35,0,5.75,22.346872084455875,0,0,4.0,2,5.4,75,app,0
0699-NDKJM,35,1710,19.0,117.5,60,171,65,0,10.0,28.60367235095092,0,0,10.0,0,0.0,25,web,0
9286-BHDQG,35,2160,24.0,90.5,30,200,35,0,10.0,19.156332801014166,1,1,10.0,0,0.0,25,web,0
0230-WEQUW,35,1980,22.0,113.2,42,198,65,0,10.0,20.08073950968645,1,0,10.0,0,0.0,25,web,0
2040-LDIWQ,35,1950,22.0,168.4,44,195,65,0,10.0,23.64443393881913,1,3,10.0,0,0.0,75,web,0
